	coef	std err	t	P>|t|	Conf. Int. Low	Conf. Int. Upp.	pvalue-fdr_bh	reject-fdr_bh
rstc_run2-rstc_run1	9.311655725724655	2.140962511579194	4.349284807820521	0.0004361971518286411	4.79461966723802	13.82869178421129	0.0004361971518286411	True
AN2-AN1	-2.2108519779627684	3.7082558471554368	-0.5961972606767921	0.5588992207194505	-10.034587930882287	5.61288397495675	0.6448837162147506	False
AT-AN1	-10.078287211303866	3.708255847155435	-2.7177971603644386	0.014621201022932736	-17.90202316422338	-2.2545512583843514	0.07310600511466367	False
FV1-AN1	0.3898950933059018	3.7082558471554345	0.1051424468473464	0.9174933984325562	-7.433840859613612	8.213631046225416	0.9174933984325562	False
FV2-AN1	-4.014991335569328	3.7082558471554363	-1.0827169162691903	0.2940529831738586	-11.838727288488846	3.8087446173501895	0.4009813406916254	False
TMR-AN1	4.445752116640482	3.7082558471554337	1.1988795541307578	0.24702007833451997	-3.3779838362790304	12.269488069559994	0.4009813406916254	False
AT-AN2	-7.867435233341098	3.7082558471554368	-2.121599899687645	0.04886945423146952	-15.691171186260616	-0.043699280421579445	0.14660836269440855	False
FV1-AN2	2.60074707126867	3.7082558471554363	0.7013397075241385	0.49258095225570164	-5.222988881650847	10.424483024188188	0.615726190319627	False
FV2-AN2	-1.8041393576065596	3.708255847155437	-0.4865196555923981	0.6328115459090738	-9.627875310526079	6.01959659531296	0.6780123706168648	False
TMR-AN2	6.65660409460325	3.7082558471554377	1.7950768148075484	0.09044061587407258	-1.16713185831627	14.48034004752277	0.22610153968518143	False
FV1-AT	10.468182304609769	3.708255847155436	2.8229396072117843	0.011724979754760997	2.6444463516902523	18.291918257529286	0.07310600511466367	False
FV2-AT	6.063295875734538	3.7082558471554354	1.6350802440952477	0.12041171580702222	-1.7604400771849775	13.887031828654054	0.2580251053007619	False
TMR-AT	14.524039327944347	3.7082558471554345	3.916676714495196	0.0011107762913340827	6.700303375024833	22.34777528086386	0.01666164437001124	True
FV2-FV1	-4.40488642887523	3.7082558471554345	-1.1878593631165373	0.25122061314149047	-12.228622381794743	3.418849524044284	0.4009813406916254	False
TMR-FV1	4.05585702333458	3.708255847155435	1.093737107283411	0.2893265758109468	-3.767878929584935	11.879592976254095	0.4009813406916254	False
TMR-FV2	8.46074345220981	3.7082558471554354	2.281596470399948	0.035672145032748875	0.6370074992902941	16.284479405129325	0.1337705438728083	False
