feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	sType
K21612	Trt	AT	-2.78922652428271	0.635189552441641	24	24	0.0003522760809913	0.0187251950248111	FL
K16176	Trt	AT	-2.25115955010358	0.512735701406817	24	24	0.0003528100769918	0.0187251950248111	FL
K01771	Trt	AT	0.820180974246008	0.184715476937559	24	24	0.0003588440057821	0.0188891874433859	FL
K01012	Trt	AT	-0.663093222170222	0.149609580172368	24	24	0.0003651141719239	0.0188891874433859	FL
K17463	Trt	FV1	2.20696454101357	0.497698406457827	24	24	0.0003634091454092	0.0188891874433859	FL
K17463	Trt	FV2	2.21088318802781	0.497698406457828	24	24	0.0003573283852126	0.0188891874433859	FL
K16150	Trt	FV2	-0.866496500327611	0.197975827505871	24	24	0.0003636751059413	0.0188891874433859	FL
K22396	Trt	FV2	1.57219168889187	0.354660066317375	24	24	0.000364491435726	0.0188891874433859	FL
K01494	Trt	AT	-1.46361227772991	0.329766495130088	24	24	0.0003603161325714	0.0188891874433859	FL
K21071	Trt	AT	-0.782936135038863	0.178792846777081	24	24	0.0003618821262019	0.0188891874433859	FL
K22395	Trt	AT	-4.77137813428284	1.07733717509273	24	23	0.0003677023374601	0.0189038192299251	FL
K02817	Trt	AT	1.11992120679131	0.252823261093575	24	24	0.0003670737806466	0.0189038192299251	FL
K16950	Trt	AT	0.8406810659724	0.189962576865459	24	24	0.0003703555366354	0.0189807212525643	FL
K03525	Trt	FV1	0.381530878572319	0.0862658544002578	24	24	0.0003725661220245	0.0190345308448697	FL
K04786	Trt	AT	1.02951837165357	0.23297613608974	24	24	0.0003755717583696	0.0190953800438531	FL
K04480	Trt	AT	-3.26415365347345	0.749512259388052	24	24	0.0003816066394408	0.0190953800438531	FL
K01187	Trt	AT	0.421863281445692	0.0955555937716613	24	24	0.0003789211649782	0.0190953800438531	FL
K03639	Trt	AT	-0.78609119912378	0.180360824404191	24	24	0.0003787451282939	0.0190953800438531	FL
K02510	Trt	AT	0.660114935829553	0.151635309266951	24	24	0.0003830719533187	0.0190953800438531	FL
K00331	Trt	AT	0.617788279531929	0.140068183080207	24	24	0.0003823676190381	0.0190953800438531	FL
K00401	Trt	AT	-3.15648113529392	0.724408505303185	24	24	0.0003796808419032	0.0190953800438531	FL
K01784	Trt	AT	-0.193762443524067	0.0438702779599413	24	24	0.0003774070259884	0.0190953800438531	FL
K01563	Trt	AT	1.53332857056956	0.347893307664515	24	24	0.0003849664309869	0.0191316650551069	FL
K06981	Trt	AT	-2.72942129678736	0.627814194664064	24	24	0.0003880304424381	0.0191677688433323	FL
K16181	Trt	AT	-2.66797665065131	0.613616811939733	24	24	0.0003876406772712	0.0191677688433323	FL
K00448	Trt	AN2	1.84241353172436	0.419400788436396	24	24	0.0003971341520348	0.0195585588389546	FL
K16291	Trt	FV1	0.714812689849245	0.162959522577002	24	24	0.0004027340666269	0.0197197895098363	FL
K01611	Trt	AT	0.775148935912139	0.178992617925899	24	24	0.000402812773524	0.0197197895098363	FL
K14731	Trt	AT	0.518466601997574	0.118320114520174	24	24	0.00040668383171	0.0198500441668016	FL
K16846	Trt	AN1	1.6717472944899	0.386808336770044	24	24	0.0004106700688693	0.0199851309479428	FL
K20023	Trt	AT	0.948724791582006	0.216945770484067	24	24	0.0004144428475786	0.0201090612434593	FL
K01625	Trt	AT	0.481403452865648	0.111556022194044	24	24	0.0004166740450149	0.0201576824137007	FL
K18372	Trt	AT	0.639896592644143	0.146649102446862	24	24	0.0004231165026077	0.0202814356263177	FL
K20626	Trt	AT	2.39962692609156	0.550084636574953	24	24	0.000424178806087	0.0202814356263177	FL
K02852	Trt	AT	1.47112762186098	0.337215055979644	24	24	0.0004239117560591	0.0202814356263177	FL
K01267	Trt	AT	0.496104669067369	0.113685868273434	24	24	0.0004227838458156	0.0202814356263177	FL
K00337	Trt	AT	0.520746363027826	0.119429837169255	24	24	0.0004260205426683	0.0203102816853526	FL
K00448	Trt	FV2	1.82784479449563	0.419400788436396	24	24	0.0004278928308515	0.0203404128288837	FL
K02744	Trt	AT	1.33867696680592	0.307740674108767	24	24	0.0004355118578492	0.0206427585801383	FL
K00207	Trt	FV1	-1.87616533552519	0.439116538814734	24	24	0.0004581141443168	0.0216515042270789	FL
K02109	Trt	AT	-0.287074827285577	0.0665318368207383	24	24	0.0004697237441654	0.0221364063342327	FL
K13273	Trt	AT	-4.93359222020488	1.14439916067066	24	17	0.0004735520252219	0.0222528745376503	FL
K01470	Trt	AT	0.789555965485747	0.183238603163221	24	24	0.0004757797036116	0.0222936775406591	FL
K02814	Trt	AT	3.227703769529	0.758938019478665	24	20	0.0004785500076693	0.022359601497943	FL
K03525	Trt	FV2	0.371305880108754	0.0862658544002578	24	24	0.0004806068655831	0.0223919107828503	FL
K02116	Trt	AT	-1.89113225128804	0.439879577978941	24	24	0.0004858068772717	0.022570064553134	FL
K05895	Trt	AT	0.509961726362718	0.118664504369747	24	24	0.0004875835148758	0.0225822122318632	FL
K05588	Trt	AT	-1.43446074626174	0.333881175757568	24	24	0.0004888314364759	0.0225822122318632	FL
K10831	Trt	AT	-4.47130284744202	1.04167395207279	24	23	0.0004929531694516	0.0225822122318632	FL
K13920	Trt	AT	1.71642557659827	0.399685766821739	24	24	0.0004908175086107	0.0225822122318632	FL
K07031	Trt	AT	-1.32778380583753	0.313160990057742	24	24	0.0004925387562363	0.0225822122318632	FL
K01195	Trt	AT	0.375676572687347	0.0887000174329716	24	24	0.0004975711474797	0.0227302696898817	FL
K00384	Trt	AT	-0.159004208995171	0.0376611852405474	24	24	0.0005125921847339	0.0232807355259667	FL
K00808	Trt	AT	-3.58810750912277	0.849841365659422	24	24	0.0005124489761549	0.0232807355259667	FL
K06042	Trt	AT	-0.769426233163481	0.180062160196586	24	24	0.0005138796500243	0.0232807355259667	FL
K09020	Trt	AT	0.599768132631875	0.140736949283979	24	24	0.0005267579629913	0.0237984313858336	FL
K22210	Trt	AT	0.870493452727541	0.207213097507095	24	24	0.0005370748712282	0.0241978788135822	FL
K02288	Trt	AT	-3.41010442241304	0.803577204762331	24	24	0.0005475592963842	0.0244031322584808	FL
K15661	Trt	AT	1.93865098869034	0.46236255397912	24	24	0.0005467463767558	0.0244031322584808	FL
K01492	Trt	AT	-3.25748932963453	0.777029075725041	24	24	0.0005475824799463	0.0244031322584808	FL
K20627	Trt	AT	2.58720427818933	0.609614385780175	24	24	0.0005471506140683	0.0244031322584808	FL
K00939	Trt	AT	-0.184791501561964	0.0435827242725663	24	24	0.0005518703592121	0.0245275715205388	FL
K15329	Trt	FV2	2.13254895455407	0.503116536206448	24	24	0.0005534661787631	0.0245320144100418	FL
K01665	Trt	AN2	1.52678521773472	0.360450641974686	24	24	0.0005569498178956	0.0246198841333939	FL
K02298	Trt	FV1	0.947158098981967	0.223721306283645	24	24	0.000559496786967	0.0246659873824164	FL
K08869	Trt	AT	1.31136000989575	0.309892709840971	24	24	0.0005619071767121	0.0247058383326516	FL
K01190	Trt	AT	0.451769985617671	0.106909301699972	24	24	0.0005691352948174	0.0247581401459046	FL
K04041	Trt	AT	0.495682876039768	0.117210229992938	24	24	0.000565128933605	0.0247581401459046	FL
K00634	Trt	AT	-0.456985639370315	0.109434281239264	24	24	0.0005678358588422	0.0247581401459046	FL
K00703	Trt	AT	-0.264930487392945	0.0626663068304552	24	24	0.0005667992526511	0.0247581401459046	FL
K06972	Trt	AT	0.445974871777441	0.105636697282485	24	24	0.0005740066655205	0.0249039928956007	FL
K01179	Trt	AT	0.585541360029171	0.138781450315624	24	24	0.000577257543219	0.0249789543767621	FL
K05879	Trt	AT	0.773910857412323	0.183870147668393	24	24	0.0005900422054741	0.0254343974362223	FL
K17752	Trt	AT	-1.59024661079734	0.377879197906343	24	24	0.0005908844770244	0.0254343974362223	FL
K22231	Trt	AT	1.65319840834064	0.397894115325668	24	24	0.0005949968166872	0.0254776704795581	FL
K01699	Trt	AT	1.60556764604563	0.381742483863463	24	24	0.0005940222633935	0.0254776704795581	FL
K03404	Trt	AT	-1.61928392509561	0.390250016992575	24	24	0.0006023438522439	0.0256631080408972	FL
K08829	Trt	AT	1.86151631224304	0.44328591467427	24	24	0.0006024571094966	0.0256631080408972	FL
K14081	Trt	AT	-2.24221555227878	0.540897405370534	24	24	0.0006077084829787	0.0258197386550564	FL
K03823	Trt	AT	0.626858379979681	0.149872296511345	24	24	0.0006246265696441	0.0264699631580475	FL
K01840	Trt	AT	-0.581750482436884	0.139266839336621	24	24	0.0006319254047172	0.0267102490653699	FL
K01601	Trt	AT	-2.45396034883325	0.594893476106593	24	24	0.0006357992865319	0.0268049056532769	FL
K13273	Trt	FV2	-4.76491058285087	1.14439916067066	24	17	0.0006507008290456	0.0273175416919087	FL
K00031	Trt	AT	0.564450728161614	0.137242784385884	24	24	0.0006533639367003	0.0273175416919087	FL
K16846	Trt	FV2	1.59064199298108	0.386808336770044	24	24	0.0006541888348016	0.0273175416919087	FL
K13277	Trt	AT	-1.07068598536635	0.257320917563672	24	24	0.0006546215783487	0.0273175416919087	FL
K08952	Trt	AT	1.31441112090066	0.319881009372394	24	24	0.0006588035678031	0.0274222804872358	FL
K12930	Trt	FV2	1.5934960039975	0.383453939718167	24	24	0.0006621009475212	0.0274897608591102	FL
K22225	Trt	AT	0.888398552827578	0.213909887983155	24	24	0.0006656790016442	0.0275685243105175	FL
K10978	Trt	AT	-4.29401391619633	1.04785081120458	24	22	0.0006753318227756	0.0277769890920676	FL
K16011	Trt	AT	-0.979615142675877	0.236213139629011	24	24	0.0006743323420623	0.0277769890920676	FL
K02815	Trt	AT	3.58197894492664	0.874161370783216	24	22	0.0006757938199838	0.0277769890920676	FL
K16180	Trt	AT	-2.50558581068389	0.612562501207932	24	24	0.0006868334648328	0.0277779502845737	FL
K08788	Trt	AT	4.48690474554	1.0839414791159	24	12	0.0006856935337689	0.0277779502845737	FL
K02302	Trt	AT	0.990689420946284	0.239406824296615	24	24	0.0006876736472888	0.0277779502845737	FL
K00839	Trt	AT	3.61343558975992	0.872534802574801	24	23	0.0006829225319199	0.0277779502845737	FL
K07104	Trt	AT	1.71636969262981	0.41466288742867	24	24	0.0006860515868787	0.0277779502845737	FL
K02745	Trt	AT	1.51306850548174	0.36959028277694	24	24	0.0006813950499462	0.0277779502845737	FL
K14849	Trt	AT	-3.67160456142081	0.885847183043412	24	24	0.0006778796433655	0.0277779502845737	FL
K01737	Trt	AT	-0.466709630354881	0.112833059988658	24	24	0.0006903775588398	0.0278136873666135	FL
K01960	Trt	AT	-0.482063437735793	0.11796120713034	24	24	0.0006925240699198	0.0278136873666135	FL
K00526	Trt	AT	1.11513373458076	0.272922473791174	24	24	0.0006936462276185	0.0278136873666135	FL
K06163	Trt	AT	1.44840313894781	0.355115363455443	24	24	0.0007048745343877	0.0281949813755086	FL
K10532	Trt	AT	0.763564389229267	0.18543312129268	24	24	0.0007186232940235	0.0286749927542242	FL
K20884	Trt	AT	1.0802791794057	0.262646108000393	24	24	0.000725923932641	0.0288960012022154	FL
K01695	Trt	AT	0.474665807263602	0.115530983470472	24	24	0.0007330244894074	0.0291079942524998	FL
K22085	Trt	AN2	-3.18489243754781	0.785123900042127	24	21	0.0007404722253669	0.0293133322942861	FL
K01796	Trt	AT	1.20111349381261	0.292735013903904	24	24	0.0007417702989102	0.0293133322942861	FL
K07548	Trt	AT	1.63554500173989	0.399332689368962	24	3	0.0007537039976656	0.029713330677204	FL
K07248	Trt	AT	1.03426316753451	0.255870166963134	24	24	0.0007646060328034	0.0300708367817201	FL
K19694	Trt	AT	0.852431944525748	0.209006175132651	24	24	0.000782268323374	0.0301863541254927	FL
K13010	Trt	AT	-0.733286091844446	0.179631303715444	24	24	0.0007760777916452	0.0301863541254927	FL
K13921	Trt	AT	1.25501723649129	0.307626937010403	24	24	0.0007802878598487	0.0301863541254927	FL
K00254	Trt	AT	-1.29508850469324	0.31730037133188	24	24	0.0007770657194355	0.0301863541254927	FL
K01735	Trt	AT	-0.401619784747771	0.0984608062314056	24	24	0.000781456066241	0.0301863541254927	FL
K04022	Trt	AT	-1.13331641631806	0.277815316650936	24	24	0.0007807691086254	0.0301863541254927	FL
K01708	Trt	AT	0.826668292408803	0.20260385730153	24	24	0.0007793646315463	0.0301863541254927	FL
K03525	Trt	AN1	0.351874669992972	0.0862658544002578	24	24	0.0007814980560053	0.0301863541254927	FL
K01653	Trt	AT	0.459641230853479	0.112812382669047	24	24	0.0007892648388687	0.0302854019126735	FL
K05825	Trt	AT	0.509841042192203	0.125153164525302	24	24	0.0007903751230868	0.0302854019126735	FL
K01940	Trt	AT	0.438104525775406	0.107524886163205	24	24	0.0007891600348805	0.0302854019126735	FL
K01103	Trt	AN1	2.44190269051782	0.606828217528894	24	24	0.0007960453178567	0.0303239541403805	FL
K16395	Trt	AT	2.94243329191729	0.731045787505774	24	23	0.0007944132495656	0.0303239541403805	FL
K15916	Trt	AT	-3.52900720237738	0.87708905880681	24	24	0.0007969283069819	0.0303239541403805	FL
K19064	Trt	AT	-3.43019145271696	0.843960170242772	24	24	0.0008065086369638	0.0304913753484443	FL
K14267	Trt	AT	0.939091274475624	0.230976005924705	24	24	0.0008041506829604	0.0304913753484443	FL
K18290	Trt	AT	-2.02832825251405	0.499075377623355	24	24	0.0008069059086112	0.0304913753484443	FL
K00053	Trt	AT	0.403699687127168	0.0994572759235411	24	24	0.0008159435531299	0.0306212225888595	FL
K00727	Trt	AT	-4.40988864417937	1.08592719188567	24	22	0.0008125649858622	0.0306212225888595	FL
K01501	Trt	AN1	0.536560574686662	0.132187120331316	24	24	0.0008158155419792	0.0306212225888595	FL
K01047	Trt	AT	3.09547318972831	0.763033486601942	24	22	0.0008198875241866	0.0306989849238853	FL
K09933	Trt	FV1	1.60193030988581	0.399681674453257	24	24	0.0008249702644166	0.0308189347071386	FL
K15778	Trt	AT	-1.3309430756435	0.332243369336934	24	24	0.0008288139918835	0.0308921578792969	FL
K02747	Trt	AT	1.36422223017728	0.340824236463782	24	24	0.000834766666275	0.0310434769317713	FL
K21611	Trt	AT	-2.46957281993064	0.617448448923971	24	24	0.0008404989985211	0.0311155385457055	FL
K01849	Trt	FV1	0.657080857513019	0.164256503188788	24	24	0.0008392050066107	0.0311155385457055	FL
K01657	Trt	AT	0.494572058015326	0.12230736857531	24	24	0.0008435036695917	0.0311564418497863	FL
K00362	Trt	AT	-1.31197909610979	0.324862976174549	24	24	0.0008529070751514	0.0314329798482788	FL
K00702	Trt	AT	0.578250556760741	0.144872728256879	24	24	0.0008559979157949	0.0314761565449259	FL
K03592	Trt	AT	-0.821806529489559	0.20619676542635	24	24	0.0008673080634047	0.0317496701782078	FL
K06982	Trt	AT	-2.40484161445101	0.603302442210267	24	24	0.0008661801603061	0.0317496701782078	FL
K01788	Trt	AT	0.667603088754372	0.165674380357331	24	24	0.0008696020622274	0.0317627479299101	FL
K18081	Trt	AT	2.72525851433081	0.684657190270687	24	24	0.0008771654220056	0.0318666252519893	FL
K00425	Trt	AT	0.793401458823183	0.197167021829277	24	24	0.0008802183682409	0.0318666252519893	FL
K06928	Trt	AT	-1.44986687265524	0.364385193250783	24	24	0.0008801629199508	0.0318666252519893	FL
K00426	Trt	AT	0.789370065152977	0.196089680655274	24	24	0.0008772693962962	0.0318666252519893	FL
K01815	Trt	AT	0.496128616305669	0.123351630515436	24	24	0.000883923070894	0.0319302607107087	FL
K16182	Trt	AT	-2.33793877200026	0.588331330059616	24	24	0.0008902053571213	0.032086522762177	FL
K12350	Trt	AT	2.9439507445327	0.741346240634743	24	20	0.0008956948863816	0.0322135880189907	FL
K01218	Trt	AT	0.682352321864384	0.171933984646568	24	24	0.0009004956144267	0.0323153787234114	FL
K08744	Trt	AT	-1.10227457485879	0.278106976881788	24	24	0.0009109809941227	0.0326202801388928	FL
K21636	Trt	FV2	-0.172558459950088	0.0436426273530869	24	24	0.0009306620970166	0.0332524147953677	FL
K14126	Trt	AT	-2.72391610998115	0.689368981055797	24	24	0.0009360250820324	0.0333713290115917	FL
K02849	Trt	AT	0.896085077416203	0.224409543908791	24	24	0.0009412151447256	0.0334684557698437	FL
K01852	Trt	AT	2.74307286579131	0.687092992117505	24	22	0.0009428308881504	0.0334684557698437	FL
K00766	Trt	AT	0.47676195847499	0.120922391131561	24	24	0.0009541494399922	0.0337970859954054	FL
K00281	Trt	AT	-1.15708158069413	0.290503450318333	24	24	0.0009619540993779	0.0340001017883577	FL
K01729	Trt	AN1	2.01583385831852	0.507088115372084	24	24	0.0009781616120934	0.0344986030931895	FL
K14654	Trt	AT	-0.893166646714047	0.227564029012183	24	24	0.0009927694004749	0.0349386655961152	FL
K01202	Trt	FV2	1.01137894581883	0.255089859673719	24	24	0.0010007188407398	0.0351430171052102	FL
K16795	Trt	AT	-0.785203186567504	0.198357166875562	24	24	0.0010143981768861	0.0355472865404532	FL
K10526	Trt	AT	1.8504150280803	0.472768251159987	24	24	0.0010171826453583	0.0355688600935541	FL
K12349	Trt	AT	-1.65666457817571	0.419484576851437	24	24	0.0010269723511367	0.035813362905898	FL
K05363	Trt	AT	0.900126595504192	0.227756466253888	24	24	0.0010285423127242	0.035813362905898	FL
K18356	Trt	AT	-2.20345323361406	0.564668367536002	24	24	0.0010442665678028	0.0360546772883502	FL
K06863	Trt	AT	-2.48772364758986	0.637497248779398	24	24	0.0010439855505596	0.0360546772883502	FL
K08305	Trt	AT	-1.82988468278412	0.463603680549771	24	24	0.0010398812952418	0.0360546772883502	FL
K00448	Trt	AN1	1.65525456611482	0.419400788436396	24	24	0.0010407277938459	0.0360546772883502	FL
K00853	Trt	AT	0.39916904358107	0.10124673656016	24	24	0.0010502170767718	0.0361251627605054	FL
K01615	Trt	AT	0.608470750268714	0.154373889283605	24	24	0.0010529163292391	0.0361251627605054	FL
K05281	Trt	AT	0.7263296897278	0.184283875547057	24	24	0.0010528708777416	0.0361251627605054	FL
K13668	Trt	AT	-1.21417549205413	0.308657691858303	24	24	0.0010704478740112	0.0365902589166242	FL
K02233	Trt	AT	-0.558242866202305	0.141919462581874	24	24	0.0010709344073158	0.0365902589166242	FL
K00832	Trt	AT	0.522805974147818	0.133080458081505	24	24	0.0010826647459297	0.0368932090721099	FL
K18662	Trt	AT	-2.16355422151575	0.550831135763438	24	24	0.0010843004129729	0.0368932090721099	FL
K08068	Trt	FV2	1.02922515754608	0.265211088742241	24	24	0.0010953477275022	0.0371919311201607	FL
K05828	Trt	AT	-2.20339685099517	0.562045306591491	24	24	0.0011020357897157	0.0373417085771457	FL
K00341	Trt	AT	0.821920185265182	0.209838465000962	24	24	0.0011101936477484	0.0375228643506932	FL
K00651	Trt	AT	0.383838310160058	0.0980132872777903	24	24	0.0011119580533193	0.0375228643506932	FL
K05343	Trt	AT	0.740843460804527	0.191467571740747	24	24	0.0011237517304053	0.0378429740834645	FL
K01103	Trt	FV2	2.34593721750062	0.606828217528894	24	24	0.0011322722744626	0.0380272287320909	FL
K01920	Trt	AT	-1.36089902672232	0.34830596851087	24	24	0.0011338606615849	0.0380272287320909	FL
K12339	Trt	AT	-2.10692314757503	0.545905347122168	24	24	0.001148530651301	0.0383958216288293	FL
K14084	Trt	AT	-1.54246171776529	0.399693527890973	24	24	0.0011495334402289	0.0383958216288293	FL
K06989	Trt	AT	-1.18577977580691	0.307534217582881	24	24	0.0011581366712921	0.0386045557097379	FL
K18608	Trt	AT	1.70567398311938	0.442841805741108	24	24	0.0011687934592612	0.0387412642273809	FL
K00912	Trt	AT	-0.399326506866459	0.102549275504105	24	24	0.0011667936968422	0.0387412642273809	FL
K15231	Trt	AT	-1.53883477188918	0.399546722735034	24	21	0.0011693247434483	0.0387412642273809	FL
K02232	Trt	AT	-0.541084616808048	0.139095693857556	24	24	0.0011769106505903	0.0389139811888759	FL
K04772	Trt	AT	0.711390172521521	0.182988927454145	24	24	0.0011830650109266	0.0390387649480808	FL
K16394	Trt	AT	4.49419563101316	1.16918250575229	24	16	0.001189226352842	0.0391632774831525	FL
K05299	Trt	AT	-3.17448266615242	0.817824467909845	24	24	0.0011985533361239	0.0393913320890435	FL
K22227	Trt	AT	-0.928889457728277	0.239369368739154	24	24	0.001201284920083	0.0394021453787233	FL
K17463	Trt	AN2	1.92980940738703	0.497698406457828	24	24	0.0012093976927271	0.0395890661890715	FL
K19223	Trt	AT	0.856970064242723	0.22118869763128	24	24	0.0012175155135929	0.0397754072169805	FL
K22345	Trt	AT	1.87257429172808	0.48877180391348	24	24	0.0012233534739059	0.0398866739007107	FL
K12972	Trt	FV2	0.497351816674588	0.128477095734636	24	24	0.0012261385182424	0.0398981581332855	FL
K00176	Trt	AT	-0.630464005648917	0.163108102279243	24	24	0.0012417179527377	0.0403250978710859	FL
K00820	Trt	AT	-0.202514844219001	0.0530006407352791	24	24	0.0012514650369	0.0405613174015044	FL
K16845	Trt	AN2	1.97857736122127	0.512617293547327	24	24	0.0012567871193846	0.040653468950508	FL
K00008	Trt	AT	0.480179084169769	0.12447482599447	24	24	0.0012625697507959	0.0407601258130963	FL
K00145	Trt	AT	0.3922220301759	0.101812645348476	24	24	0.0012770377022466	0.0411462049446868	FL
K00040	Trt	AT	0.529406158592535	0.138970603083648	24	24	0.00128396784493	0.0412883777585364	FL
