# Constructed from biom file
#OTU ID	s1	s80	s4	s83	s123	s124	s125	s126	s127	s128	s129	s130	s131	s132	s133	s134	s44	s45	s46	s47	s48	s49	s50	s51	s52	s53	s54	s55	s100	s102	s104	s106	s108	s110	s11	s13	s15	s17	s19	s21	s23	s25	s27	s29	s31	s88	s90	s92	s94	s96	s98	s9
k_Archaea	0.028860073713415545	0.024683847565107785	0.015907108113906387	0.012222111720352981	0.03918501833745253	0.03773742326056066	0.05589358924951789	0.038125507751424356	0.0456682964994603	0.04503083347689067	0.0013604749799681114	0.04301888558967508	0.043888210719159035	0.04147041522942765	0.04316964014784379	0.04141264226519777	0.04263933535081518	0.037159106253819865	0.07300574936313053	0.04678112987533949	0.046930284830457955	0.042444730845967775	0.003016943993934657	0.004675979969197502	0.05080294112175125	0.04607722869193431	0.04354979270188218	0.03880729408273434	6.560058055533328e-05	0.0015301017197732751	0.005917149135130978	0.006641603480914172	0.003459809292352391	0.005080112751226044	0.005461397158836	0.005619124804395361	0.006119316638268375	0.006895995831915883	0.005234769675862176	0.00029201533861941394	0.0009630942412717113	0.006415848399147118	0.006961626054298136	0.00605556397631211	0.007269201979187286	0.00512943998281428	0.005158074363176646	0.005039567693128093	0.008906153986144236	0.006139588641865922	0.007384784322293509	0.007158338583307811
k_Bacteria	0.9711399262865844	0.9753161524348922	0.9840928918860936	0.987777888279647	0.9608149816625474	0.9622625767394394	0.9441064107504821	0.9618744922485757	0.9543317035005398	0.9549691665231094	0.9986395250200318	0.956981114410325	0.956111789280841	0.9585295847705724	0.9568303598521563	0.9585873577348022	0.9573606646491848	0.9628408937461801	0.9269942506368695	0.9532188701246606	0.9530697151695421	0.9575552691540322	0.9969830560060653	0.9953240200308024	0.9491970588782488	0.9539227713080657	0.9564502072981178	0.9611927059172657	0.9999343994194446	0.9984698982802267	0.994082850864869	0.9933583965190859	0.9965401907076477	0.994919887248774	0.994538602841164	0.9943808751956046	0.9938806833617316	0.9931040041680841	0.9947652303241378	0.9997079846613806	0.9990369057587283	0.9935841516008529	0.9930383739457018	0.9939444360236879	0.9927307980208128	0.9948705600171858	0.9948419256368234	0.9949604323068719	0.9910938460138558	0.9938604113581341	0.9926152156777065	0.9928416614166922
