Feature ID	Taxon	Confidence	Consensus	Method
46f128f313bc568b7cc0612ca24a9ccd	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_B;s__Methanobrevibacter_B boviskoreani	0.9996841011640228	1.0	sklearn
4895282b38168b34200f70b65419d0bd	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_B;s__Methanobrevibacter_B boviskoreani	0.9998220976771194	1.0	sklearn
48e85a9a857b4a2519ae19161151bd77	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanimicrococcus;s__Methanimicrococcus blatticola	0.998705474654116	1.0	sklearn
5125cf42c2b3b7411030fbd62631fd1b	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp001560915	0.9978597919336857	1.0	sklearn
54999161f47d1286fff6aa6265719ef7	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A	0.9999999945175313	1.0	sklearn
5ebd15e7aab488d444a39e5c739a2da2	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__JAKSHX01;s__JAKSHX01 sp024399155	0.9983564683663225	1.0	sklearn
5ed967d47b67b2d4a013b1d6c01c5fbc	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae	0.9999999641236722	1.0	sklearn
60a07b4d1ff5be807ceeaf9a488353e4	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71	0.8108935477397643	1.0	sklearn
62abb26727935b5e53ef681dc64b7eee	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A	0.9999999429815419	1.0	sklearn
62fdebed5fd104cf98f403e802f880b6	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A	0.9999999356050964	1.0	sklearn
631269ab9cbf2bd5bd0495edc4d90dd5	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A	0.9999999947970856	1.0	sklearn
63145a38f9f018478e6f475142a2448f	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__UBA588;s__UBA588 sp002509085	0.9584565482359322	1.0	sklearn
63d358177d887b999ee531871e6b64d1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae	0.9999999890961965	1.0	sklearn
63e8f3cd13658aeb41d84cf0ae2cc9d7	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Marsarchaeales;f__Marsarchaeaceae;g__JAKAWJ01;s__JAKAWJ01 sp021800035	0.7209600441180174	1.0	sklearn
66bce2bb7473df6eac7bd528787cb8c9	d__Archaea	1.0000000000000129	1.0	sklearn
6776ff189b0559faf528e91e0dc8ddc9	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71	0.8197171751426792	1.0	sklearn
6b9f5b5a093f302fa3b606bd48968cc0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter olleyae_A		1.0	VSEARCH
6d7f55038c8491acb46c3fb6f3f0386f	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Marsarchaeales;f__Marsarchaeaceae;g__JAKAWJ01;s__JAKAWJ01 sp021800035	0.7181291401973675	1.0	sklearn
6e4c9630ddbb4730156e95db9bddd14f	d__Archaea	0.9999999999999913	1.0	sklearn
703feb539336d3eafc2bfd2d40aa1cfd	d__Archaea	0.9999999999999953	1.0	sklearn
75f2cb9d6ffc294b8840d4bb1369b5dc	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Marsarchaeales;f__Marsarchaeaceae;g__JAKAWJ01;s__JAKAWJ01 sp021800035	0.7979580115248749	1.0	sklearn
76a697e7a5f9decc838a6b55becfe66c	d__Archaea	0.9999999999999866	1.0	sklearn
7cad4123ff9bb3c3ffe321687f8be415	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Marsarchaeales;f__Marsarchaeaceae;g__JAKAWJ01;s__JAKAWJ01 sp021800035	0.7179968965945751	1.0	sklearn
