#OTU ID	s1	s80	s4	s83	s123	s124	s125	s126	s127	s128	s129	s130	s131	s132	s133	s134	s44	s45	s46	s47	s48	s49	s50	s51	s52	s53	s54	s55	s100	s102	s104	s106	s108	s110	s11	s13	s15	s17	s19	s21	s23	s25	s27	s29	s31	s88	s90	s92	s94	s96	s98	s9
Lysine biosynthesis	268436.0	280690.0	319105.0	309387.0	240696.0	249211.0	247369.0	251375.0	252899.0	241657.0	261856.0	247059.0	244959.0	248846.0	245487.0	257022.0	266480.0	256898.0	267799.0	278364.0	261103.0	287883.0	268619.0	272452.0	262712.0	273900.0	256762.0	277615.0	452931.0	400138.0	313580.0	573540.0	352013.0	304172.0	379296.0	338394.0	368631.0	354675.0	350054.0	447641.0	352676.0	365408.0	333265.0	355974.0	354789.0	707669.0	345506.0	505506.0	481134.0	300732.0	332366.0	373143.0
Lysine degradation	24670.0	26315.0	27335.0	30664.0	69616.0	67629.0	65909.0	56906.0	59164.0	61063.0	51681.0	64518.0	62870.0	74409.0	75678.0	50513.0	45786.0	49362.0	41394.0	66973.0	37711.0	76776.0	45191.0	35855.0	41774.0	72923.0	74181.0	72388.0	7676.0	14188.0	13084.0	13336.0	12324.0	11921.0	18110.0	19897.0	15759.0	16873.0	21043.0	20589.0	15582.0	21511.0	17584.0	21985.0	21541.0	11984.0	12203.0	11334.0	12199.0	12461.0	11727.0	20316.0
Mannose type O-glycan biosynthesis	5288.0	6072.0	2068.0	2363.0	4200.0	3905.0	3949.0	3720.0	4409.0	3858.0	2994.0	3301.0	2927.0	3001.0	3616.0	3323.0	2114.0	2194.0	2454.0	2437.0	2610.0	2649.0	2145.0	4119.0	2095.0	2083.0	3001.0	3140.0	2651.0	3766.0	1708.0	2231.0	2847.0	2348.0	11528.0	9416.0	7229.0	4478.0	7042.0	8372.0	7330.0	5940.0	4950.0	8033.0	9419.0	2813.0	2611.0	2594.0	2666.0	3255.0	2473.0	8533.0
Metabolism of xenobiotics by cytochrome P450	556.0	745.0	282.0	471.0	1595.0	756.0	1713.0	2393.0	1197.0	1460.0	644.0	1278.0	1918.0	7265.0	6473.0	533.0	137.0	317.0	241.0	220.0	350.0	333.0	671.0	628.0	146.0	228.0	393.0	447.0	459.0	312.0	118.0	250.0	234.0	332.0	74.0	129.0	80.0	176.0	134.0	264.0	302.0	87.0	169.0	154.0	112.0	57.0	192.0	306.0	195.0	634.0	536.0	65.0
Methane metabolism	211085.0	210055.0	154172.0	135607.0	192484.0	195919.0	223196.0	206689.0	200709.0	203167.0	132231.0	204222.0	191030.0	209749.0	200626.0	188876.0	196430.0	189958.0	239410.0	252570.0	200414.0	257517.0	109390.0	109786.0	211321.0	261733.0	219511.0	244176.0	109007.0	110183.0	116233.0	161390.0	116427.0	112594.0	143232.0	142403.0	138656.0	141886.0	152173.0	129952.0	109850.0	148321.0	140030.0	147088.0	144126.0	153338.0	122569.0	141918.0	154860.0	118327.0	122906.0	144826.0
Monobactam biosynthesis	71.0	61.0	13.0	91.0	2.0	0.0	0.0	0.0	3.0	3.0	3.0	0.0	2.0	2.0	4.0	1.0	3.0	1.0	6.0	4.0	7.0	1.0	6.0	3.0	7.0	7.0	7.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	2.0	0.0	3.0	12.0	0.0	6.0	4.0	2.0	3.0	3.0	0.0	0.0	6.0	0.0	5.0	4.0	5.0
Monoterpenoid biosynthesis	828.0	668.0	2030.0	2472.0	682.0	489.0	209.0	263.0	329.0	302.0	553.0	558.0	227.0	310.0	286.0	390.0	123.0	294.0	147.0	97.0	93.0	69.0	343.0	131.0	109.0	63.0	185.0	152.0	87.0	128.0	48.0	127.0	72.0	82.0	16.0	16.0	16.0	21.0	8.0	49.0	32.0	23.0	7.0	16.0	19.0	278.0	222.0	161.0	74.0	69.0	49.0	10.0
Mucin type O-glycan biosynthesis	21.0	25.0	598.0	468.0	24.0	57.0	41.0	9.0	345.0	57.0	13.0	13.0	16.0	29.0	67.0	17.0	37.0	68.0	49.0	51.0	92.0	83.0	28.0	18.0	42.0	33.0	48.0	97.0	74.0	75.0	95.0	99.0	68.0	119.0	174.0	72.0	298.0	127.0	90.0	20.0	36.0	169.0	143.0	60.0	102.0	130.0	114.0	126.0	183.0	193.0	97.0	129.0
N-Glycan biosynthesis	37336.0	38006.0	73413.0	64272.0	56754.0	55201.0	60231.0	57831.0	53438.0	52335.0	43080.0	50368.0	53251.0	60761.0	61551.0	45538.0	57347.0	56024.0	50347.0	83872.0	52800.0	90969.0	37804.0	34298.0	55519.0	86334.0	62626.0	83557.0	19945.0	23397.0	22227.0	23612.0	21875.0	23845.0	29563.0	27952.0	29013.0	26032.0	29418.0	27667.0	30491.0	30893.0	29184.0	26645.0	30200.0	20221.0	24270.0	22440.0	28223.0	27462.0	24666.0	28686.0
Naphthalene degradation	0.0	0.0	0.0	0.0	17.0	15.0	43.0	2.0	34.0	23.0	13.0	20.0	20.0	26.0	25.0	24.0	19.0	16.0	14.0	23.0	17.0	24.0	5.0	25.0	25.0	10.0	15.0	18.0	0.0	0.0	1.0	6.0	3.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	6.0	0.0	3.0	10.0	0.0	0.0	1.0
Neomycin, kanamycin and gentamicin biosynthesis	0.0	0.0	9.0	14.0	37.0	12.0	104.0	12.0	54.0	13.0	10.0	14.0	28.0	43.0	16.0	34.0	12.0	74.0	25.0	34.0	25.0	30.0	6.0	3.0	19.0	31.0	21.0	13.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Nicotinate and nicotinamide metabolism	157479.0	163257.0	201256.0	185839.0	172799.0	177464.0	182926.0	178254.0	174410.0	166611.0	177127.0	173433.0	173838.0	178474.0	183010.0	164817.0	179563.0	166992.0	179826.0	195259.0	171663.0	201627.0	173665.0	167614.0	181932.0	200103.0	175466.0	193761.0	215212.0	205712.0	179370.0	263406.0	195110.0	179525.0	214287.0	201933.0	210265.0	205387.0	204262.0	241805.0	200655.0	211277.0	201701.0	210851.0	204043.0	339475.0	189877.0	238506.0	247910.0	179181.0	184953.0	211172.0
Nitrogen metabolism	269291.0	275509.0	324445.0	310963.0	168710.0	170307.0	168366.0	174957.0	168203.0	166397.0	177596.0	165026.0	175606.0	181299.0	175159.0	168945.0	173261.0	175101.0	177816.0	195424.0	174769.0	210244.0	177763.0	172734.0	176082.0	209202.0	188470.0	211483.0	173160.0	179321.0	195853.0	164920.0	193771.0	195305.0	211290.0	220113.0	198733.0	205933.0	226367.0	218515.0	206279.0	215441.0	204663.0	206302.0	220337.0	187713.0	185600.0	170861.0	185351.0	211812.0	190356.0	193254.0
Nitrotoluene degradation	3738.0	2971.0	5493.0	5709.0	4486.0	5050.0	3924.0	4163.0	4527.0	4487.0	5219.0	5558.0	4990.0	3834.0	4852.0	5083.0	3785.0	4099.0	3659.0	3485.0	3229.0	3294.0	4870.0	4901.0	3237.0	2899.0	3847.0	2873.0	9974.0	6566.0	8871.0	11137.0	9072.0	6956.0	4113.0	5374.0	4900.0	4694.0	3306.0	8364.0	4941.0	4291.0	3661.0	3960.0	3236.0	8760.0	6838.0	10093.0	8419.0	7675.0	6145.0	4272.0
Nonribosomal peptide structures	68386.0	59834.0	251409.0	179089.0	56667.0	48385.0	44186.0	52582.0	53565.0	53541.0	36486.0	48588.0	51290.0	47266.0	50023.0	52527.0	42496.0	68680.0	54564.0	32524.0	44567.0	38355.0	58052.0	56142.0	45877.0	38648.0	73561.0	40430.0	22298.0	19995.0	26870.0	22010.0	22512.0	27422.0	22046.0	18812.0	23936.0	21358.0	21230.0	17090.0	17491.0	20535.0	22918.0	19509.0	19934.0	23043.0	21564.0	21730.0	25024.0	30129.0	21972.0	17960.0
Novobiocin biosynthesis	0.0	8.0	82.0	101.0	4.0	20.0	11.0	23.0	16.0	4.0	39.0	21.0	21.0	17.0	26.0	3.0	27.0	45.0	37.0	14.0	38.0	24.0	30.0	21.0	25.0	23.0	67.0	121.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	4.0	1.0	0.0	43.0	0.0	0.0	5.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
One carbon pool by folate	30994.0	31524.0	38253.0	36113.0	52388.0	51629.0	51328.0	54246.0	48618.0	47117.0	44606.0	45824.0	45666.0	49926.0	48064.0	46976.0	57139.0	54750.0	46645.0	52358.0	53867.0	55706.0	42014.0	42276.0	54530.0	51419.0	49040.0	51479.0	53288.0	48871.0	41777.0	69331.0	46171.0	41490.0	49884.0	45317.0	47529.0	47695.0	46725.0	53685.0	43559.0	48822.0	45168.0	49554.0	46622.0	89016.0	45676.0	63555.0	59331.0	39824.0	44797.0	50253.0
Oocyte meiosis	1247.0	841.0	7906.0	7345.0	20.0	20.0	2.0	19.0	11.0	5.0	55.0	40.0	16.0	9.0	7.0	3.0	8.0	20.0	12.0	2.0	6.0	9.0	15.0	11.0	6.0	7.0	2.0	4.0	0.0	0.0	5.0	12.0	8.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Other glycan degradation	139781.0	142547.0	204599.0	191716.0	146975.0	144856.0	130179.0	135416.0	133131.0	136104.0	136312.0	141041.0	128391.0	142399.0	138159.0	129020.0	101996.0	111380.0	99812.0	130702.0	102302.0	142247.0	152636.0	136479.0	105398.0	152203.0	127996.0	159747.0	76944.0	87304.0	85024.0	91343.0	80659.0	82964.0	79571.0	85872.0	77855.0	77362.0	76461.0	92110.0	89750.0	71672.0	77406.0	79647.0	84553.0	97699.0	82078.0	113787.0	93585.0	90767.0	87809.0	74921.0
Other types of O-glycan biosynthesis	1220.0	742.0	3068.0	2756.0	1437.0	1917.0	1881.0	2509.0	1813.0	1709.0	2347.0	2200.0	2670.0	1929.0	1987.0	1926.0	1870.0	794.0	1841.0	1473.0	1623.0	1521.0	3515.0	2308.0	2251.0	1826.0	1370.0	1010.0	4759.0	4162.0	7528.0	7047.0	7258.0	5747.0	2639.0	3224.0	4169.0	3499.0	1747.0	2568.0	2449.0	3144.0	2577.0	2749.0	2319.0	5539.0	4538.0	7981.0	8979.0	7515.0	4931.0	3334.0
Oxidative phosphorylation	460679.0	476847.0	507799.0	492861.0	410479.0	412026.0	430915.0	409100.0	402389.0	394930.0	395317.0	390423.0	412140.0	432268.0	423847.0	399607.0	428179.0	438286.0	397683.0	466363.0	410520.0	496503.0	380798.0	367049.0	408223.0	480768.0	368105.0	475243.0	484533.0	457748.0	428067.0	633340.0	454259.0	409234.0	505144.0	463742.0	473312.0	479777.0	508767.0	528353.0	453956.0	505211.0	465579.0	494782.0	489615.0	768733.0	424371.0	608472.0	525064.0	405491.0	428653.0	501512.0
Pantothenate and CoA biosynthesis	92044.0	91612.0	134689.0	122700.0	101284.0	100829.0	102932.0	106784.0	101965.0	96592.0	101114.0	99421.0	100967.0	112733.0	112075.0	95735.0	108957.0	101041.0	112865.0	119561.0	103748.0	128395.0	107080.0	106963.0	114116.0	121474.0	114055.0	122019.0	147978.0	141146.0	114954.0	187246.0	123907.0	114747.0	134034.0	121402.0	132262.0	129115.0	136879.0	148403.0	131994.0	132457.0	125701.0	128984.0	128198.0	231261.0	122637.0	167871.0	162629.0	112861.0	119272.0	134639.0
Penicillin and cephalosporin biosynthesis	8835.0	8441.0	25452.0	20694.0	7876.0	8044.0	6911.0	7867.0	8098.0	8269.0	11288.0	7729.0	8451.0	6615.0	7279.0	7865.0	6945.0	7012.0	7983.0	8342.0	8362.0	9491.0	13760.0	13621.0	8127.0	8242.0	8622.0	9012.0	29911.0	23828.0	22782.0	35034.0	25245.0	21366.0	18271.0	16824.0	19466.0	18400.0	16129.0	23030.0	21298.0	16283.0	15911.0	18906.0	17143.0	44804.0	24897.0	31436.0	30029.0	21967.0	22259.0	18753.0
Pentose and glucuronate interconversions	417198.0	421123.0	717158.0	605887.0	246097.0	245402.0	246546.0	249404.0	264724.0	256645.0	322744.0	248708.0	258850.0	246050.0	238943.0	245672.0	234533.0	267849.0	244238.0	274767.0	253245.0	304491.0	338359.0	324896.0	237416.0	299975.0	257639.0	313600.0	396673.0	408332.0	356552.0	431402.0	399487.0	385397.0	423998.0	424390.0	403100.0	404611.0	409809.0	549394.0	418501.0	415869.0	381340.0	405453.0	429574.0	472233.0	397546.0	423399.0	429814.0	400246.0	392646.0	398979.0
Pentose phosphate pathway	256997.0	263006.0	266676.0	258680.0	255019.0	258596.0	247785.0	250729.0	258108.0	239499.0	249587.0	247402.0	242037.0	237518.0	233876.0	246145.0	256976.0	257936.0	244549.0	253730.0	251317.0	258116.0	244870.0	244396.0	246651.0	239972.0	234433.0	242162.0	421232.0	379201.0	273757.0	621193.0	325435.0	263954.0	338821.0	285651.0	335440.0	316738.0	304418.0	412061.0	305337.0	318227.0	292808.0	319583.0	300746.0	681361.0	319157.0	528328.0	486297.0	246238.0	301631.0	343770.0
Peptidases	877279.0	884570.0	1399366.0	1295012.0	1327762.0	1302106.0	1226979.0	1278521.0	1243088.0	1187295.0	1218879.0	1219821.0	1206082.0	1320485.0	1296830.0	1142694.0	1254153.0	1257213.0	1044752.0	1355461.0	1208357.0	1446283.0	1172275.0	1107217.0	1153525.0	1397581.0	1261671.0	1393500.0	1387588.0	1192440.0	1015112.0	1761628.0	1125791.0	970483.0	1113616.0	991569.0	1109379.0	1091788.0	1051120.0	1276366.0	1100337.0	1084897.0	1024437.0	1084287.0	1023740.0	2299847.0	1099391.0	1595067.0	1476269.0	955726.0	1084741.0	1133088.0
Peptidoglycan biosynthesis	301058.0	312758.0	398306.0	364346.0	408156.0	388169.0	377237.0	387052.0	365607.0	366532.0	375387.0	370968.0	358443.0	381555.0	366026.0	369382.0	391419.0	386271.0	333508.0	392773.0	384205.0	406060.0	364065.0	342531.0	362564.0	385736.0	360786.0	389961.0	468652.0	434667.0	362696.0	559533.0	391386.0	362076.0	434398.0	397479.0	411087.0	405491.0	413944.0	485724.0	410278.0	413579.0	388042.0	413431.0	411587.0	696384.0	389262.0	513428.0	501913.0	374776.0	387185.0	427389.0
Peptidoglycan biosynthesis and degradation proteins	42903.0	46498.0	60865.0	58874.0	86844.0	74654.0	89752.0	64638.0	68571.0	71145.0	77437.0	65050.0	73961.0	75213.0	72121.0	68387.0	74404.0	77199.0	53027.0	69667.0	69060.0	72940.0	58417.0	52027.0	68581.0	70128.0	67429.0	71506.0	40104.0	38530.0	39251.0	30817.0	38206.0	43127.0	42526.0	49212.0	42931.0	43098.0	38684.0	43598.0	49373.0	43259.0	38757.0	38870.0	47396.0	36495.0	40869.0	38763.0	39644.0	49859.0	45397.0	39447.0
Phenazine biosynthesis	3723.0	4057.0	1669.0	1869.0	8148.0	6582.0	6288.0	6650.0	6361.0	7568.0	4408.0	6789.0	7228.0	11410.0	10586.0	6253.0	6904.0	8719.0	4273.0	14683.0	5550.0	15386.0	5964.0	4994.0	5017.0	15844.0	6227.0	14742.0	1459.0	1686.0	2021.0	2144.0	1779.0	1780.0	3970.0	3299.0	3428.0	3342.0	4658.0	2672.0	2246.0	3677.0	4471.0	4046.0	4038.0	3729.0	2512.0	1685.0	1827.0	2085.0	2226.0	3334.0
Phenylalanine metabolism	91516.0	93687.0	95380.0	90042.0	75194.0	72806.0	75868.0	70390.0	73024.0	71820.0	68839.0	76852.0	72027.0	77974.0	75731.0	66326.0	62449.0	61899.0	68669.0	83044.0	66970.0	87493.0	60875.0	57154.0	62217.0	86053.0	73730.0	87153.0	43415.0	44917.0	53399.0	42398.0	52921.0	55640.0	51890.0	61116.0	53770.0	58973.0	63049.0	47818.0	50594.0	66572.0	57041.0	61032.0	63513.0	42349.0	51437.0	43306.0	43274.0	59181.0	53148.0	55994.0
Phenylalanine, tyrosine and tryptophan biosynthesis	274520.0	281133.0	332435.0	305651.0	220825.0	222709.0	220428.0	230276.0	221838.0	210642.0	223349.0	230319.0	220614.0	221879.0	225038.0	220099.0	251100.0	240519.0	223729.0	238153.0	241172.0	255008.0	224938.0	223725.0	215247.0	242357.0	243514.0	249018.0	240888.0	250245.0	260320.0	266119.0	258457.0	270463.0	300579.0	314195.0	285784.0	294919.0	324484.0	290299.0	272108.0	313390.0	292275.0	305617.0	308759.0	237555.0	262559.0	243180.0	267690.0	288835.0	255849.0	285218.0
Phenylpropanoid biosynthesis	77.0	49.0	145.0	162.0	178.0	166.0	115.0	135.0	143.0	220.0	12.0	233.0	218.0	174.0	213.0	261.0	204.0	93.0	284.0	142.0	186.0	159.0	5.0	5.0	246.0	186.0	179.0	167.0	50.0	152.0	160.0	640.0	154.0	47.0	22.0	3.0	5.0	9.0	1.0	5.0	8.0	16.0	7.0	13.0	7.0	107.0	12.0	814.0	189.0	9.0	59.0	11.0
Phosphonate and phosphinate metabolism	34596.0	34779.0	41476.0	38242.0	31305.0	29959.0	33665.0	33989.0	30082.0	33498.0	25075.0	30357.0	31559.0	39470.0	40313.0	30977.0	30200.0	30540.0	28315.0	34436.0	33132.0	36013.0	29554.0	25419.0	37710.0	36125.0	46170.0	34790.0	23256.0	24008.0	21305.0	20893.0	22387.0	23168.0	24885.0	24285.0	23273.0	22579.0	24565.0	26816.0	24117.0	21568.0	22997.0	23930.0	24112.0	32026.0	21749.0	20962.0	21337.0	24348.0	24527.0	21326.0
Photosynthesis	71.0	120.0	35.0	58.0	144.0	445.0	698.0	577.0	588.0	456.0	299.0	244.0	475.0	836.0	488.0	599.0	263.0	415.0	388.0	449.0	447.0	433.0	352.0	503.0	405.0	404.0	395.0	521.0	8263.0	17102.0	19303.0	67524.0	14466.0	6145.0	3628.0	1404.0	4590.0	4367.0	2270.0	4431.0	2556.0	6292.0	3679.0	4030.0	4193.0	14279.0	1052.0	78649.0	23209.0	2183.0	11462.0	4682.0
Photosynthesis - antenna proteins	42.0	25.0	60.0	183.0	129.0	128.0	141.0	107.0	100.0	107.0	16.0	115.0	214.0	89.0	53.0	98.0	303.0	127.0	312.0	338.0	412.0	222.0	13.0	8.0	254.0	296.0	280.0	301.0	11.0	8.0	24.0	117.0	26.0	7.0	2.0	3.0	6.0	14.0	3.0	0.0	0.0	6.0	2.0	0.0	1.0	20.0	1.0	49.0	19.0	2.0	14.0	1.0
Photosynthesis proteins	1478.0	1539.0	1102.0	783.0	693.0	1011.0	1915.0	1194.0	1457.0	1200.0	1073.0	914.0	1219.0	1227.0	1815.0	1557.0	1111.0	1878.0	781.0	914.0	1348.0	968.0	1930.0	1583.0	1160.0	759.0	800.0	861.0	776.0	673.0	442.0	534.0	395.0	708.0	379.0	357.0	361.0	484.0	479.0	531.0	665.0	339.0	524.0	390.0	387.0	248.0	591.0	529.0	469.0	806.0	728.0	369.0
Polycyclic aromatic hydrocarbon degradation	181.0	214.0	88.0	98.0	186.0	229.0	456.0	287.0	278.0	412.0	352.0	185.0	294.0	279.0	305.0	383.0	209.0	177.0	238.0	335.0	234.0	230.0	280.0	238.0	215.0	208.0	246.0	291.0	32.0	22.0	45.0	22.0	23.0	44.0	78.0	82.0	105.0	58.0	93.0	69.0	28.0	63.0	120.0	66.0	113.0	48.0	35.0	17.0	73.0	60.0	68.0	69.0
Polyketide biosynthesis proteins	2146.0	2231.0	11991.0	6667.0	2286.0	2802.0	2297.0	1945.0	3241.0	2182.0	2185.0	2758.0	2289.0	2184.0	3018.0	2060.0	2518.0	2316.0	1776.0	1744.0	1812.0	1771.0	3440.0	3111.0	2038.0	1612.0	1569.0	1648.0	429.0	306.0	712.0	591.0	629.0	818.0	592.0	753.0	720.0	777.0	818.0	494.0	456.0	819.0	784.0	755.0	845.0	537.0	695.0	572.0	642.0	905.0	578.0	786.0
Polyketide sugar unit biosynthesis	99394.0	94179.0	173265.0	128269.0	120000.0	120363.0	109505.0	124579.0	114504.0	112607.0	120092.0	114377.0	113436.0	120106.0	116042.0	114988.0	117371.0	123659.0	98009.0	121903.0	119280.0	129309.0	118165.0	103391.0	112301.0	122698.0	137850.0	120391.0	146260.0	127594.0	118963.0	188484.0	131169.0	110161.0	109576.0	108154.0	114077.0	110320.0	100319.0	135991.0	111552.0	113112.0	102713.0	114158.0	109431.0	217169.0	124076.0	178747.0	145768.0	109035.0	118123.0	113474.0
Porphyrin and chlorophyll metabolism	317587.0	307887.0	415234.0	368323.0	378591.0	393641.0	374090.0	395255.0	374737.0	363969.0	280872.0	374048.0	368444.0	367497.0	365378.0	383404.0	483933.0	461580.0	428863.0	436962.0	462593.0	450014.0	322090.0	311274.0	438765.0	432142.0	434196.0	434190.0	287918.0	288817.0	341883.0	338688.0	331144.0	340911.0	385519.0	376352.0	355705.0	385214.0	437587.0	338604.0	316782.0	434609.0	392215.0	399612.0	411917.0	358093.0	319689.0	331069.0	321874.0	360674.0	320546.0	369386.0
Prenyltransferases	3293.0	2537.0	13916.0	7680.0	1711.0	1832.0	1718.0	1740.0	1619.0	1654.0	3357.0	1639.0	2049.0	1514.0	1770.0	2008.0	3269.0	2135.0	2120.0	1757.0	2309.0	2045.0	5941.0	4521.0	2287.0	2507.0	2530.0	2617.0	3929.0	3185.0	3836.0	2174.0	2950.0	3573.0	2540.0	2371.0	2577.0	2226.0	2018.0	6462.0	5230.0	1748.0	2717.0	1870.0	1800.0	2211.0	3462.0	2413.0	2485.0	3581.0	2891.0	2240.0
Primary bile acid biosynthesis	8828.0	8581.0	4493.0	5394.0	11980.0	8770.0	8714.0	10906.0	8906.0	8072.0	8883.0	8608.0	8168.0	9211.0	7934.0	10146.0	14544.0	12867.0	9815.0	10924.0	14291.0	10957.0	10140.0	11725.0	9756.0	8082.0	9313.0	9214.0	37854.0	28486.0	15557.0	45341.0	20271.0	14995.0	22051.0	17224.0	20672.0	20335.0	19739.0	31430.0	22075.0	20997.0	18011.0	21670.0	20544.0	66241.0	19009.0	38354.0	29077.0	12823.0	16815.0	21888.0
Prodigiosin biosynthesis	895.0	543.0	1253.0	1077.0	704.0	513.0	735.0	361.0	487.0	721.0	535.0	604.0	730.0	473.0	911.0	904.0	438.0	321.0	615.0	416.0	371.0	402.0	247.0	331.0	616.0	599.0	633.0	669.0	312.0	12.0	209.0	36.0	143.0	34.0	83.0	118.0	113.0	99.0	140.0	26.0	40.0	99.0	246.0	249.0	164.0	137.0	20.0	19.0	36.0	39.0	42.0	103.0
Propanoate metabolism	43195.0	42710.0	73146.0	64892.0	54488.0	56611.0	57834.0	52935.0	54756.0	55468.0	69341.0	59751.0	57144.0	57392.0	55615.0	54248.0	48325.0	50373.0	48678.0	62586.0	46383.0	69160.0	69602.0	64963.0	46561.0	69556.0	53999.0	70551.0	53322.0	66554.0	56551.0	58829.0	57302.0	58131.0	62748.0	73158.0	62445.0	68823.0	65427.0	95133.0	68937.0	76341.0	64155.0	72383.0	77137.0	63832.0	54760.0	52288.0	55377.0	60750.0	52350.0	64070.0
Protein kinases	253923.0	244053.0	555204.0	501844.0	283414.0	299380.0	268747.0	290185.0	263133.0	262875.0	239854.0	264652.0	246442.0	244673.0	252716.0	257770.0	218474.0	233828.0	228987.0	214771.0	224673.0	225609.0	239312.0	223516.0	245623.0	213975.0	274599.0	230349.0	207307.0	205686.0	196767.0	220224.0	200181.0	206194.0	201297.0	214065.0	202466.0	201152.0	196284.0	228986.0	219109.0	203962.0	194321.0	196775.0	204399.0	249217.0	204583.0	233640.0	225274.0	220735.0	205992.0	193108.0
Protein phosphatases and associated proteins	45921.0	39557.0	229882.0	213628.0	26992.0	27280.0	24918.0	19583.0	23369.0	23821.0	29687.0	25753.0	22729.0	21576.0	20257.0	24777.0	23030.0	23847.0	24092.0	18698.0	21293.0	17998.0	26964.0	25952.0	22759.0	16595.0	28648.0	18085.0	26265.0	26636.0	21078.0	41949.0	22259.0	20923.0	27519.0	25008.0	24712.0	23643.0	25009.0	26791.0	23285.0	24370.0	22849.0	25821.0	24871.0	42743.0	23361.0	48375.0	29005.0	20259.0	23133.0	25429.0
Purine metabolism	1018469.0	1045251.0	1296467.0	1237251.0	1042110.0	1029131.0	1021222.0	987347.0	1007937.0	984586.0	1060673.0	1003610.0	1012423.0	1032436.0	1018120.0	942826.0	1029428.0	988016.0	938831.0	1111020.0	949171.0	1172364.0	965678.0	980337.0	927257.0	1137403.0	991441.0	1124488.0	1362315.0	1235682.0	1037925.0	1743242.0	1146779.0	1029052.0	1145233.0	1062353.0	1150931.0	1128766.0	1096086.0	1320376.0	1125555.0	1128970.0	1061681.0	1128646.0	1080328.0	2176304.0	1131248.0	1570347.0	1501125.0	1015123.0	1113826.0	1168609.0
Pyrimidine metabolism	618163.0	640410.0	744502.0	692501.0	592865.0	577695.0	594354.0	576778.0	573275.0	562338.0	580634.0	571558.0	566868.0	586266.0	584672.0	558529.0	626169.0	612453.0	559527.0	629138.0	583404.0	678045.0	576760.0	570532.0	563487.0	646307.0	580520.0	648390.0	732510.0	667687.0	575657.0	954757.0	635075.0	575503.0	670797.0	607943.0	655484.0	639481.0	632551.0	754789.0	618489.0	633613.0	607077.0	640917.0	620490.0	1129475.0	624021.0	854380.0	822166.0	571288.0	620760.0	661258.0
Pyruvate metabolism	413051.0	434953.0	444904.0	452038.0	380416.0	367285.0	371369.0	355907.0	357704.0	355939.0	331226.0	361964.0	358919.0	377495.0	376845.0	356314.0	351879.0	354645.0	348391.0	397572.0	333583.0	416587.0	308787.0	321992.0	329565.0	399918.0	337456.0	399465.0	471097.0	427714.0	378341.0	648063.0	424052.0	365944.0	448995.0	410367.0	428045.0	437425.0	439759.0	507223.0	398193.0	458469.0	401001.0	454657.0	432468.0	760904.0	410179.0	592306.0	532501.0	352598.0	398387.0	462722.0
Regulation of lipolysis in adipocytes	160.0	129.0	1944.0	2276.0	195.0	137.0	86.0	397.0	97.0	136.0	70.0	186.0	100.0	111.0	169.0	156.0	175.0	140.0	181.0	80.0	218.0	86.0	130.0	208.0	182.0	193.0	344.0	225.0	35.0	25.0	75.0	115.0	264.0	229.0	75.0	143.0	78.0	102.0	100.0	8.0	34.0	113.0	108.0	97.0	69.0	127.0	165.0	261.0	212.0	361.0	198.0	123.0
Retinol metabolism	14287.0	13379.0	41251.0	30003.0	14593.0	12525.0	17179.0	21331.0	17854.0	15261.0	16755.0	11286.0	21539.0	31676.0	28852.0	13456.0	17389.0	16868.0	15260.0	34217.0	12810.0	40704.0	12670.0	10857.0	15706.0	38694.0	24880.0	37779.0	11653.0	9467.0	9284.0	6063.0	6518.0	9241.0	5398.0	6425.0	6556.0	5529.0	5981.0	8502.0	10512.0	4384.0	6510.0	4703.0	5227.0	5544.0	7725.0	6120.0	7831.0	11287.0	9080.0	4257.0
Riboflavin metabolism	109358.0	108545.0	184932.0	173472.0	117625.0	122771.0	120997.0	135559.0	125594.0	114556.0	142022.0	111544.0	128551.0	131805.0	133384.0	116717.0	137389.0	126858.0	119860.0	161306.0	130654.0	177112.0	151679.0	145459.0	119984.0	165915.0	130813.0	165022.0	313015.0	238486.0	187513.0	412765.0	218678.0	177121.0	192934.0	164534.0	209533.0	196838.0	160096.0	269989.0	198494.0	184136.0	169171.0	184217.0	168894.0	531890.0	214381.0	365222.0	345433.0	163276.0	196932.0	214843.0
