index	Dialister	Sodaliphilus	Pseudoscardovia	Fibrobacter	Bifidobacterium	Pyramidobacter	Eubacterium (T)	Oribacterium	Bacteroidales (RUG11257)	Streptococcus	Pseudoramibacter	Lachnospiraceae	Cryptobacteroides	Bacteroidales (UBA1711)	Treponema (D)	Limosilactobacillus	Limimorpha	Lactobacillus	Prevotella
123s	0.0	0.038731809882144634	0.16876002877220161	0.34581973109057706	1.7954960438222762	0.4924472970729818	0.022132462789796935	0.9212637636252975	1.4718087755214961	0.5948099374757926	0.05256459912576772	1.2504841476235267	3.021081170807282	4.6229181652188345	0.4564820450395618	0.31262103690588167	52.243678415315664	2.902119183312123	3.3364687655618877
124s	0.08792695299289821	0.011272686281140797	1.289595310562507	0.5027618081388795	0.4058167061210686	0.3855258708150152	0.020290835306053433	1.8126479540074398	3.075188817495209	0.7958516514485401	0.14203584714237405	6.639612219591928	2.153083079697892	3.9815127944989293	0.5230526434449329	0.5343253297260737	47.48957276518995	3.4314057039792583	3.512569045203472
125s	0.10416243929494202	0.048699322267765105	0.46940735630318037	0.19885556592670753	1.1363175195811859	0.8522381396858894	0.16909486898529552	1.0483881877088321	2.9490145151035536	1.21883581564601	0.7791891562842417	0.9902195527778904	3.9365285499776794	3.5144677569903817	1.1877223597527158	2.21446640423143	21.90522570783112	6.500006763794759	9.294806758383723
126s	0.09250693802035154	0.10145922234490168	0.3789800364059563	0.5878666706454597	2.670764823490794	0.27453671928620454	0.04476142162275074	1.274208468860971	3.4913908865745573	0.7639282623616126	0.08653874847065143	1.4801110083256246	4.729790218137328	7.1319865118916175	0.8624033899316642	1.7158544955387784	41.68183581510549	2.3693712512309393	3.231774641162603
127s	0.05174835514156871	0.03449890342771248	0.3474532416648185	0.1724945171385624	3.156649663635692	0.8575441709174243	0.0665335994677312	1.0546807619329241	1.9442596288903675	0.5519824548433997	0.02957048865232498	1.6337694980409552	3.0285108794756166	3.7653088883960475	0.4558783667233435	1.342993026293093	43.62879179911781	3.629777482072891	3.2453611295926663
128s	0.0069264069264069255	0.06233766233766234	0.7393939393939394	0.5125541125541125	0.2025974025974026	0.0761904761904762	0.04502164502164502	0.9004329004329005	1.1186147186147186	0.5194805194805194	0.12467532467532468	2.3255411255411254	4.290909090909091	4.9523809523809526	0.7255411255411255	0.19913419913419914	42.21991341991342	1.4216450216450216	2.9402597402597404
129s	0.03324547030467099	1.1683408135641518	0.2707131153380352	0.08073899931134383	0.35857614400037996	2.6453895656716773	0.35857614400037996	2.296312127472632	0.15435396927168674	6.649094060934198	2.5147823609033266	1.531666310465199	4.832466576428962	5.062810192111325	2.149082187551946	4.685236636508275	10.23723017738833	10.522191351428368	16.399515566004133
130s	0.04621009282792177	0.17532652867064435	0.5395707897848512	0.3982222705465023	0.7230520407192466	0.26366935319461243	0.054364815091672666	1.4365902387974503	2.068581214238145	1.387661905214945	0.4824877339385949	1.1538932003207525	4.16706307677671	8.365385922231132	1.5480381097353793	1.928591815377088	23.21377604414423	3.2564524239911927	4.645473449583429
131s	0.0	0.06689294651041795	0.13997968436439312	0.3691499640760102	0.2626167529668261	1.0405569457176127	0.07432549612268662	1.6549810469984887	2.9024106235909124	2.7599534226890965	0.5215172311275178	1.1904466962316973	3.327304709758937	3.666724475385873	1.5583579020389962	3.8847459306790872	21.269479473775487	9.093724450610708	10.526967767509849
132s	0.17429307250071538	0.046825004552431	0.19120210192242656	0.18469862906792228	0.041622226268827556	0.6789625660102495	0.05983195026143961	1.1459119169636587	3.0215134882027	2.150048125699123	0.5671028329127754	1.6870008584584169	3.5938190993990795	4.570640722145626	1.2564709554902318	2.471319684711636	22.43307926432715	5.537056788324966	8.914960588954502
