index	Methanobacteriaceae (UBA588)	Methanimicrococcus	Methanomethylophilus	Methanobrevibacter (B)	Methanobrevibacter	Methanomicrobium	Methanomethylophilaceae (UBA71)	Methanobrevibacter (A)
101s	0.026369569516777637	3.777440833278397	1.4437339310435757	0.0	22.921748302458962	0.5339837827147472	63.18148856219922	3.6851473399696753
102s	0.0	2.7781688488432117	1.4829414801257683	0.0	20.916044863672624	0.31442113660894455	67.38936599558872	3.941996339574828
103s	2.7437420130797565	0.197950337016713	12.375654614247413	3.9063870304943746	1.257861635220126	3.9890751459570524	38.352251371871006	32.21829662482147
104s	1.639685380165633	2.6925797994090472	4.024303966041034	2.8715302343002205	1.1402888176786383	18.43189479379084	40.23471638436889	25.810479004536184
105s	7.817500585434392	1.9709624541409725	1.0498790102255873	0.08586371087346811	1.0459761142767934	27.546639606588087	26.906564670985873	30.879712746858168
106s	1.535602846825369	2.1771903376222697	1.227079900431231	0.021035655435963956	0.5925042947796515	61.224275146373095	21.79644497423132	7.558812186656382
107s	7.5187394829432455	2.535566773749426	1.3691295701392074	0.0	1.5221049411044822	6.252868288205598	21.86400489521187	52.34817194431697
108s	1.7744984450271357	3.5246051588511498	3.8264528324897857	0.0	1.3232514177693762	5.527776083907556	56.56747362644063	23.35203366058906
109s	3.1954945704595663	3.895578580540776	1.5588537291141604	0.0	1.947789290270388	10.078098260680171	34.50325150129127	38.06278975699306
10s	1.5874411082202378	3.6759018353139723	0.9563321847971311	1.3518739891709444	2.447085296392659	46.763589058434704	14.884677589480347	25.82624288024752
110s	3.3552379958972223	1.595911129654741	0.6015089878655123	0.0	4.182747470533013	7.266784882305901	45.0401585480338	35.27346058899204
11s	4.31561440266108	2.838196859407737	0.8726267360736117	6.596539732596065	3.0693133464371343	21.99710564399421	11.233989243363501	46.61857139771475
12s	1.0730202986713981	0.6104387132205394	1.1216019263671504	2.46921403375367	3.0754282576093614	65.73094227235283	13.3620598610143	9.338233740996557
13s	5.00861269378561	0.2915065588975752	0.9540214654829734	12.468530541937193	17.099509738969125	13.601431032198224	8.738571617861401	39.3600106002385
14s	2.713681376790693	1.648879915392751	1.8267474281319103	17.111335448514566	3.0189404864916836	27.71848860686472	19.445245649456783	24.413517930968176
15s	2.6138595342747593	0.9258393341438323	1.5243617319741887	27.592817731226038	3.2357617132703638	25.24782568035163	10.174880763116057	26.461236322828018
16s	2.8999912808440143	1.5432906094690033	0.7916993635016131	7.782718632836342	4.125904612433517	51.27910018310228	13.516435609033046	16.97794053535618
17s	4.682394826381847	0.6985285833389666	0.7413416255436129	39.189706843326796	3.832893936321233	17.469974537506477	5.520629126388607	27.08262917145497
18s	3.357219728587553	1.616925217208704	0.9239572669764023	6.806310208152873	4.433419954327112	32.031393548048406	16.198125836680052	32.38837703756201
19s	7.946413907983953	1.0721910705487647	0.5372686108439105	7.63672195762851	4.52103324496164	9.65910423949511	6.93756891818971	59.526546700138425
21s	0.9936938658513281	0.05732849226065354	37.722147907510035	0.31530670743359446	3.6403592585515003	1.0414676094018729	42.24154404739156	9.698069940760558
22s	1.6866158868335146	0.14508523757707653	23.63075807036634	4.787812840043525	8.287994196590496	3.663402248821183	39.844033369604645	15.814290895901342
23s	1.3564431047475507	0.9042954031650339	8.138658628485306	1.5825169555388092	13.413715146948002	2.562170308967596	29.84174830444612	14.091936699321778
24s	1.3546642404023554	5.138120150630576	1.5239972704526499	0.22493492051457023	5.110319205398437	38.53463745040059	25.36204412768216	21.515404251017262
25s	3.8631558716125314	4.2163175091293486	0.6967134345569863	0.8360561214683836	7.0344032289064	19.95963866999808	8.0338266384778	53.47155487218912
26s	3.0250569476082005	1.2095671981776766	1.1002277904328017	2.2391799544419135	6.8678815489749425	21.608200455580864	23.64009111617312	37.16628701594533
27s	6.043138713276311	0.21383413908516177	0.4493615966282385	5.39543820503285	6.749721085905541	4.007065823726292	6.70633444898971	67.48481467707947
28s	1.9735289701181973	1.718257288113778	1.587403736834202	3.129759529785271	9.185490271789261	33.11023875410258	19.958384280412726	26.96655726451724
29s	4.417573735955056	0.28967696629213485	1.0292310393258426	15.080758426966293	14.141502808988765	6.748156601123595	7.704968398876405	48.86104283707865
30s	2.025358831652509	0.26153910532702845	0.25735447964179603	6.576139264342805	12.714985144578817	7.8670962882370175	20.914759174791815	48.365903669916726
31s	5.942541436464088	0.256353591160221	0.3734806629834254	10.590055248618786	5.761325966850829	7.350276243093923	10.27403314917127	56.848618784530395
87s	1.8360676749551397	0.724173288900282	3.4606511150986923	2.358369648807998	1.5637016149705203	13.62150730581902	38.147269930786976	31.978979748782365
88s	0.31714032844920836	0.5728193529353919	2.146228734388829	0.2163437899498476	0.6588651784836267	53.5598387255384	32.5056544399646	7.889172976693873
89s	3.0211003746795506	0.14592782488661013	1.648590021691974	34.87280615263262	0.540327351607178	2.8278446065864724	20.489055413133503	33.44507986590416
8s	3.223861744272837	0.3789401159786415	4.5386691163805475	15.662858127117186	4.584601251650686	12.700235402193261	18.64844691967618	38.17247516793937
90s	0.616851868054948	1.7980575728410184	0.5556041648438184	7.292851518068072	0.3631113833231254	50.40685974275965	27.255227928952664	9.611514568203692
91s	2.371126284985368	4.832295340286636	3.1139791400915438	1.7370751106775717	0.14256771966684173	56.90327905755234	15.93757034591431	11.146544608689126
92s	0.6391721199208644	4.7542231015066205	1.0774615735808857	0.24653781768376198	0.05174250494597474	62.36189316694567	25.63384568558819	2.4988586212144273
93s	6.042603962118765	1.3671049688051502	4.230568467102483	0.8625189530461584	0.8003778181004698	24.20770052944247	24.732171708384083	30.2652183639482
94s	2.1671505599336376	2.319231300981612	2.8653394165629753	0.013825521913452233	0.3629199502281211	48.627816950089866	31.166182773399697	7.33443937508641
95s	3.559786152040683	0.2836093362889555	4.400834528621724	0.026079019428869473	0.8964662928673882	28.680401616899204	28.37071326118138	28.804276959186335
96s	2.414814814814815	0.8592592592592593	1.1777777777777778	0.0	0.8296296296296296	57.7037037037037	21.05185185185185	13.28148148148148
97s	6.8836196467457045	4.189854020485523	4.012420356480361	0.6573110734736672	0.5000403258327285	31.56302927655456	31.619485442374383	13.126058553109122
98s	3.317147192716237	3.007587253414264	1.811836115326252	1.2503793626707131	0.7192716236722306	23.447647951441578	41.53869499241274	21.1896813353566
9s	2.8541001064962725	1.8297995933778681	4.863975215412915	17.901055281246975	3.45822441669087	21.194694549327135	9.410397908800466	36.446897085874724
