Trt	Methanobacteriaceae (UBA588)	Methanimicrococcus	Methanomethylophilus	Methanobrevibacter (B)	Methanobrevibacter	Methanomicrobium	Methanomethylophilaceae (UBA71)	Methanobrevibacter (A)
TMR	0.9356478950977035	2.5042447061082505	2.525423315050098	0.8162581962393709	2.0489060463186566	22.20358644472335	39.72863618699214	25.372343209250765
AN1	0.9261024798545128	6.667214178862114	2.0660637009301484	1.1793476297892114	3.169218243315777	24.436223872591633	41.77738166584211	15.591374589594341
AN2	1.168873930078392	3.177256834769966	2.6807941910883395	0.5187220599480586	3.3804362616653534	20.93912527407239	42.94032151030722	21.934397438915408
AT	0.08928764611189532	1.017859756675761	41.80025765125781	0.06739036280314205	12.119734028295884	0.554624054740807	36.31147030062656	5.403419334877194
FV1	0.7666468159114905	3.302603287030792	4.03429078375385	0.21966612331745233	4.113861230172722	14.298205390201879	45.83646458240463	23.449051736202144
FV2	1.257302689053108	6.306847586205307	2.563211124040402	0.24604219033617408	6.831431363989081	9.373767515544058	41.56270667836999	27.490063472366774
