	coef	std err	t	P>|t|	Conf. Int. Low	Conf. Int. Upp.	pvalue-fdr_bh	reject-fdr_bh
rstc_run2-rstc_run1	-0.2643677426065899	0.08149990551662484	-3.2437797434337217	0.0025027559075459266	-0.42950223690195966	-0.09923324831122013	0.0025027559075459266	True
AN2-AN1	-0.018400073998030102	0.13462470631090323	-0.13667679954329368	0.8920272670809206	-0.29117563926268963	0.2543754912666294	0.8920272670809206	False
AT-AN1	-0.4171914938115828	0.1537119948477614	-2.7141115059028107	0.010032596153264083	-0.7286415792492862	-0.10574140837387941	0.05016298076632041	False
FV1-AN1	-0.05698575458498584	0.13947135357893642	-0.40858393585987307	0.685200224613209	-0.3395815600150948	0.22561005084512314	0.7906156437844718	False
FV2-AN1	0.1663201235669326	0.1346247063109033	1.2354353678798873	0.2244557022944246	-0.10645544169772708	0.4390956888315923	0.3954764937627718	False
TMR-AN1	0.11055481399845171	0.13462470631090337	0.8212074665042206	0.41678818123055905	-0.16222075126620808	0.38333037926311153	0.5683475198598533	False
AT-AN2	-0.3987914198135527	0.1537119948477611	-2.5944066382621753	0.013500795750359715	-0.7102415052512555	-0.0873413343758499	0.050627984063848934	False
FV1-AN2	-0.03858568058695573	0.1394713535789365	-0.27665667247659875	0.7835834048422217	-0.32118148601706487	0.24401012484315343	0.8395536480452375	False
FV2-AN2	0.1847201975649627	0.13462470631090323	1.3721121674231815	0.17829067231058385	-0.08805536769969682	0.45749576282962223	0.3820514406655368	False
TMR-AN2	0.1289548879964818	0.1346247063109033	0.9578842660475144	0.34433871587298115	-0.14382067726817788	0.4017304532611415	0.5165080738094717	False
FV1-AT	0.360205739226597	0.1582741714419163	2.2758339907581564	0.028738782571926493	0.0395118059588091	0.6808996724943849	0.08621634771577949	False
FV2-AT	0.5835116173785154	0.15371199484776152	3.79613587057037	0.000528739713018558	0.2720615319408118	0.8949617028162191	0.00793109569527837	True
TMR-AT	0.5277463078100345	0.1537119948477616	3.4333449925799315	0.0014837403786083746	0.21629622237233065	0.8391963932477384	0.01112805283956281	True
FV2-FV1	0.22330587815191844	0.13947135357893636	1.601087767643514	0.11786229020169245	-0.059289927278190435	0.5059016835820274	0.2946557255042311	False
TMR-FV1	0.16754056858343755	0.13947135357893634	1.2012543385019558	0.23728589625766305	-0.11505523684667127	0.45013637401354634	0.3954764937627718	False
TMR-FV2	-0.055765309568480886	0.13462470631090326	-0.4142279013756664	0.6810988504726435	-0.32854087483314043	0.21701025569617868	0.7906156437844718	False
