Trt	Methanobacteriaceae (UBA588)	Methanimicrococcus	Methanomethylophilus	Methanobrevibacter (B)	Methanobrevibacter	Methanomicrobium	Methanomethylophilaceae (UBA71)	Methanobrevibacter (A)
NoT	0.7531587693171787	0.0603339452711414	3.9446891467328618	14.13935077477233	12.12632023405703	0.11668985385383772	8.333362110103788	52.741062224947996
