Trt	Methanobacteriaceae (UBA588)	Methanimicrococcus	Methanomethylophilus	Methanobrevibacter (B)	Methanobrevibacter	Methanomicrobium	Methanomethylophilaceae (UBA71)	Methanobrevibacter (A)
NoT	0.8121784411517852	0.039750389382250985	0.7445373521747536	1.032097446943931	32.260459638215266	0.6314307145314848	9.758388289353775	44.16491074037695
